"Title","Company","Location","Sector","Python","R","Perl","Java","Hadoop","SQL","PHD","Description"
"Senior Big Data / Data Science Developer","VanderHouwen","beaverton, OR","All,                    ,                            ,            ","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","FALSE","About the Job
        
                VanderHouwen has more jobs you may like!  Find them here:  http://bit.ly/2eanTpQN  ***Not able to use 3rd Party Agencies***Senior Big Data / Data Science DeveloperOur client is seeking a Senior Big Data / Data Science  Developer to join their team in Beaverton, OR. This role will be working on  development projects related to consumer behavior, commerce, and web  analytics.Responsibilities of the Senior Big Data / Data Science  DeveloperDesign and implement distributed data  processing pipelines using Spark, Hive, Sqoop, Python, and other tools and  languages prevalent in the Hadoop ecosystem.  Ability to  design and implement end to end solution.Build  utilities, user defined functions, and frameworks to better enable data flow  patterns.Research, evaluate and utilize new  technologies/tools/frameworks centered around Hadoop and other elements in the  Big Data space.Build and incorporate automated unit  tests, participate in integration testing efforts.Work  with teams to resolve operational & performance issues.Work with architecture/engineering leads and other teams to  ensure quality solutions are implemented, and engineering best practices are  defined and adhered to. Qualifications of the Senior Big Data / Data Science  DeveloperMS/BS degree in a computer science  field or related discipline.6+ years of experience in  large-scale software development.2+ years of experience  in Hadoop.2+ years of experience in Data Science.Strong development skills around Hadoop, Spark, MapReduce,  Hive.Strong Java programming, Python, shell scripting,  and SQL.Good understanding of file formats including  Parquet, Avro, JSON and others.Good understanding of R,  TensorFlow, SAS or similar.Experience with  performance/scalability tuning, algorithms and computational complexity.Experience (at least familiarity) with data warehousing,  dimensional modeling and ETL development.Proven ability  to work cross functional teams to deliver appropriate resolution.PreferredExperience with AWS  components and services, particularly, EMR, S3, and Lambda.Machine learning frameworks.VanderHouwenLocally founded, women-owned, and nationally certified with WBENC, VanderHouwen is a premier staffing provider of technology, engineering, finance and accounting professionals. Our unique family-owned company offers individualized staffing services and solutions to our clients and candidates, creating value for everyone. Our President’s work ethic not only serves as the foundation of our company, but drives the commitment to individual attention which infuses our culture. VanderHouwen values building meaningful, professional relationships with each client as well as developing in-depth knowledge of their staffing needs and workplaces. We offer our eligible employees competitive benefits including medical, dental, vision, long/short term care, 401k, and life insurance.
            
        View more info

            View less info
                    Report this job
        "
"Data Science Manager","Integrity Consulting","Durham, NC",NA,"TRUE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","About the Job
        
                This role is part of a recently formed team within Corporate IT and you will have overall responsibility for the development of applications utilizing advanced analytical techniques such as machine learning and statistical modeling. You will work closely with company-wide Senior Leadership to champion informatics-based innovation efforts and execute a prioritized roadmap of experiments that take advantage of business opportunities.Your ability to interpret highly specialized terms and data, and present derived insights, visually and orally, to others with different areas of expertise, will be key to your success.In this role you will manage a team of statisticians, developers and domain experts. Your team will use agile development methods to quickly iterate through prototypes to generate actionable insights in a time-sensitive and secure environment. You will coordinate all aspects of defining and delivering products that leverage company’s corporate and clinical data as well as third party data sources.  ResponsibilitiesPassionate enthusiasm for empowering      customers with analytical tools to improve processes and products based on      lab data.Work with customers, business users      and data scientists to develop a prioritized list of innovative data      product ideas and bring these ideas to life. Prototype ideas with a fail-fast      mindset to gauge feasibility to bring it to market. ·         Be intimately familiar with industry trends affecting the diagnostic laboratory ecosystem and propose novel analytical solutions that leverage company’s strengths and make our products sticky. ·         Choose appropriate technologies when prototyping products such that we retain the ability to scale the prototype once the experiment is successful.·         Develop traditional supervised and unsupervised analytical models (Regression, Decision Tree, Clustering, Segmentation, PCA/SVD, Mixture Modeling, and Expectation Maximization). ·         Build and grow the existing data science team by attracting, hiring, onboarding and retaining top talent.·         Manage individual talent and performance on the data science team.·         Vendor management activities including setup of agreements, statements of work, etc.·         Demonstrate knowledge in:o   Agile software development methodologies and how they can be applied to data science teams.o   Peer reviews of analysis and insights generated by the team.o   Visualize the results of complex data analysis to communicate insights effectively.o   Quantitative tools such as R, SAS, Python, o   Familiarity with advanced data science platforms such as tensorflow, Azure ML, etc.Qualifications10+ years of healthcare industry experience.      Doctorate in a quantitative or      computational field and/or a Medical Degree from accredited university      with continued licensure by State Board.5+ years management experience building      and leading a cross-functional team to develop customized analytical applications.Strong      statistical background with working knowledge of R, Python and SAS.Prior      experience with predictive modelling and machine learning.Solid      experience working with very large data sets stored in modern big data systems      and expertise with SQL.High level organizational and product      management skills in order to handle multiple concurrent assignments in a      timely fashion.Candidate must flourish in a fast paced,      iterative, deadline driven environmentStrong communication and organizational      skills are critical to success. 
            
        View more info

            View less info
                    Report this job
        "
"SR. MANAGER OF DATA SCIENCE","CVS","Woonsocket, RI",NA,"FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","About the Job
        
                SR. MANAGER OF DATA SCIENCE Woonsocket, RI. Leverage data and analytics to identify and develop innovative and out-of-the-box analytical solutions to support personalization strategies across customer cohorts. Min BS degree or foreign equiv in Math, Statistics, Economics, Operations Research, Comp Sci, Engineering, or related field and 5 years of experience in customer analysis & insight development, customer behavioral analytics, and database marketing. Experience must include 5 years in Advanced SQL programming, Advanced SAS programming, Predictive Model Development, Advanced Statistical Analysis, and, Marketing & Customer Analysis. Must also have 3 yrs of analytic team management/ leadership experience. Apply at  http://jobs.cvshealth.com, Requisition # 685303BR. Must Apply by 11/05/2017.
            
        View more info

            View less info
                    Report this job
        "
"data science/ data analyst","GS Global Services Inc.","Manhattan, NY",NA,"TRUE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","About the Job
        
                This is full time with our client and We are helping them to find  the right candidateQualifications:·          MS. or Ph.D. in relevant technical field such  as Statistics, Computer Science, Engineering, or Economics·          Strong passion for answering complex business  questions using structured problem solving and rigorous data analysis·          Ability to communicate complex quantitative  analyses in a clear, precise, and actionable manner·          Expert knowledge of an analytical tool such as  SPARK, R, Python·          Experience with relational databases and SQL·          Experience working with large data sets and  distributed computing tools such as Hadoop, Map/Reduce, Hive, etc.·          Familiarity with visualization tools such as  Tableau, Power BI or Spotfire Responsibilities:·          Answer complex business questions by using  appropriate statistical techniques on available data or designing and running  experiments to gather data·          Rapidly develop novel applications of  classification, forecasting, simulation, optimization, and summarization  techniques·          Work closely with cross functional teams to  encourage statistical best practices with respect to experimental design and  data analysis·          Create compelling interactive visualizations  and presentations to enhance decision making capabilities throughout the  company
            
        View more info

            View less info
                    Report this job
        "
"Human Resources Business Analyst","TRC Staffing","Seattle, WA","Staffing/Employment Agencies,                    ,                ","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","About the Job
        
                We need an Analytics Professional who can help us quantify our success and failures, where both come from, and where we need to go to next. The HR Business Analyst will serve as a data quality advocate, summarize findings, and present to senior leadership.Key Attributes-Data mining the known and uncovering overlooked data -Deliver quantitative analytics -Take ownership of writing reports-Be the Project Manager, Program Evangelist, or Initiative Spokesperson, whatever it takes-Engage with leadership from other departments and Hiring Managers -Creative, Critical, and Concise thinking Requirements-Degree in Business, Math, Data Science, or similar degree-Project Management or Business Analysis experience-Advanced Excel and SQL knowledge. HR systems or HRIS tools is a pluseoe #TrackingJobBody p{margin:5px !important;} #TrackingJobBody li {margin:5px !important;}
            
        View more info

            View less info
                    Report this job
        "
"Business Operations Analyst","Avispa LLC","Sunnyvale, CA",NA,"FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","About the Job
        
                Business Operations AnalystResponsibilities:Work with a team of high-performing analytics, data science professionals, and product managers to identify business opportunities and optimize product performance/engagement.Analyze and mine both structured and unstructured data to drive product centric as well as user centric insights.Create insightful automated dashboards and data visualizations to track key business metrics.Develop and test analytical solutions to be leveraged by both internal and external clients.Craft compelling stories; make logical recommendations; drive informed actions.Basic Qualifications:BS in Statistics, Computer Science, Engineering, Operational Research, Marketing, Business, Economics, Applied Mathematics, or another quantitative field of study.Experience extracting data using SQLExperience analyzing, visualizing and presenting dataPreferred Qualifications:MS in Statistics, Computer Science, Engineering, Operational Research, Marketing, Business, Economics, Applied Mathematics, or another quantitative field of study.Familiarity with Excel or R, SAS, or SPSS for statistical modeling, clustering, classification, machine learning, and data/text mining.Familiarity with a Unix/Linux environment for automating processes with shell scripting.Experience with Hadoop, Pig, Hive preferred.Experience with Tableau or other data visualization and BI dashboarding tools.Excellent oral and written communication skills. Must be able to interact cross-functionally with both technical and non-technical people$30-$40 Per Hour            Sunnyvale, CA 94085              3 Month Assignment
            
        View more info

            View less info
                    Report this job
        "
"Data Modeler","Stefanini","Tampa, FL","Computer Software,                    ,                ,          ","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","About the Job
        
                DescriptionResponsibilities:    Responsible for developing quality software applications.   	Understands and documents global, regional, and local business processes for a specific business area (e.g., finance, supply chain). Knowledgable of, configures and/or develops systems to support initial implementations and subsequent process optimization efforts. Works with IT team members to maintain solutions and ensure systems meet the needs of the global organization in terms of functionality and quality.   	Provides support to business associates on systems use as needed.   Education:    Undergraduate Degree (e.g., BA, BS) preferred in computer science, information technology or a related discipline.  Good to have:    A resource with good understanding of MI/AI/NLP/Analytics/Search expanding the capability of enterprise search by implementing specialized knowledge in the data science field  Experience and Skills:    3-5 Years  	Natural Language Processing (NLP), Machine Learning  
            
        View more info

            View less info
                    Report this job
        "
"Solution Architect - Virtualization","NVIDIA Corporation","Santa Clara, CA","Computer Hardware,                    ,                ,          ","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","About the Job
        
                Are you a virtualization user passionate about crafting a solution for customers?We are searching for an exceptional person with Virtualization experience to be our newest Solution Architect team member.Many corporations are moving their GPU accelerated workloads partially or fully to the cloud. Ensuring that the GPUs used in the cloud are secure requires careful consideration about how the virtualization is implemented. We work with the cloud providers on these world changing solutions as well as create solutions that enhance our lives every day.Your primary responsibilities include working with virtualization engineers at the top tier cloud companies to ensure their deployment is secure and performant. You will be working cross functionally within our organization, as well as ensuring a positive experience for external customers.You should be comfortable working in a dynamic environment, and have experience working with hypervisors. We want you to use your software development skills to create proof of concepts that excite and spark the imagination of the potential customers. Use your imagination and inquisitiveness to apply new ideas to stale solutions.Your ability to work collaboratively and independently is important, and you will rely upon your excellent communication skills to diagnose a problem, design a solution and ensure that solution is delivered to the customer's satisfaction. As a part of the Solution Architecture team you'll work with internal domain specialists to ensure the recommended design is optimal.What you'll be doing:First and primary point of technical support for our hardware and software products provided to customerShepherd critical customer issues and provide timely advance warning of critical issues that need attention.Technical authority on all our products, directly supporting Sales Account Managers, and working closely with the team to secure design wins.Establish close personal technical ties to the customer account, establishing personal relationships to facilitate rapid resolution of issues and promote the highest levels of customer satisfaction.What we need to see:2 years of experience in a high tech electronics industry in a design role or technical customer support roleBS in Data Science, Math, CS or EEComfortable in a hands-on lab environmentIn-depth knowledge of hypervisor technologies (KVM, XEN, QEMU, Hyper-V)Familiarity with at least one of C, C++, or PythonExperience in building hypervisors from scratchWays to stand out from the crowd:GPU development experience (CUDA/OpenGL)Cloud development/deployment experienceAmazon (AWS), Microsoft (Azure), Google (GCP) experienceDeep Learning and/or AI experienceIn-depth software development or data science experienceLinux scripting (BASH, PERL/PYTHON)Advanced degreeNVIDIA is widely considered to be one of the technology world’s most desirable employers. We have some of the most brilliant and talented people in the world working for us. If you're creative and have a passion to learn many disciplines, we want to hear from you.NVIDIA is committed to fostering a diverse work environment and proud to be an equal opportunity employer. As we highly value diversity in our current and future employees, we do not discriminate (including in our hiring and promotion practices) on the basis of race, religion, color, national origin, gender, gender expression, sexual orientation, age, marital status, veteran status, disability status or any other characteristic protected by law.
            
        View more info

            View less info
                    Report this job
        "
"Clinical Informaticist to Support Federal Govt. Analytics Engagement","Thor Group","Chicago, IL","Management Consulting Services; Healthcare Services; Government an","TRUE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","About the Job
        
                Clinical Informaticist to Support Federal Govt. Analytics Engagement Thor is seeking to engage an experienced healthcare Informaticist (Informatician)who has significant clinical analytics and statistical analysis skills to support a successful government contractor.  Overview Our client provides worldwide Medical Analytics support to a large federal government medical community. We are seeking to engage a Clinical Informaticist (Informatician)to support this very important Medical Analytics organization. The Clinical Informaticist selected will tap into this group’s extensive analytical data libraries, as well as their technical and staff resources consisting of Data Scientists, Biostatisticians, Medical Statisticians, Predictive Data Analysts, Dashboard Developers, SQL Developers, and Decision Support Analysts. The Informaticist will synthesize disparate facts from multiple sources and coalesce them into accurate and useful analytic products - all to provide the organization’s executives with accurate and useful views of current and future healthcare environments. This is a rich technical environment that employs the broad range of technologies needed to capture and effectively process massive amounts of medical data. Current technologies being used include: many different EHR/EMR systems, SAS and SQL, Cognos, Tableau, R, Python, InfoPath (Designer, Filler), Business Objects, SharePoint, Silverlight, Snag It/Snip It, SQL Server Management Studio, Visual Studio and more.  Location Best of all this work in located in what many claim to be the most diverse and historic city in America. San Antonio, Texas, population 1,500,000, boasts a multitude of cultures and cultural activities, a vibrant and truly unique downtown, with extensive entertainment, professional sports, and fine dining options from around the world, plus a cost of living. Their housing index is well below the national average in every category. The average high temperature in San Antonio is 79 degrees and the average low is 68 degrees. In virtually every respect, San Antonio is a comfortable, affordable, fun and interesting place to live and work.  Key Job Functions, Tasks, Duties & SkillsApply expert      knowledge of the medical system as needed to support Population Health      Analytics and initiatives,Provide      accurate and timely analytical products containing well-reasoned and      cogent discussion points providing leadership with substantiated options      for courses of action,Communicate      analytical discoveries and appropriate recommendations or mitigations      strategies to senior leadership,Utilize data      mining and probability to forecast outcomes. Qualifiers Required: Bachelor’s      Degree in Informatics or related clinical field of study such as      Population Health,  or a Bachelor’s      Degree in Statistics, Mathematics or Operations ResearchRequired: Clinical      Informatics experience in hospitals or healthcare groups, Required: Experience      developing reports from large clinical data sets,Required: Applied      statistics expertise using SAS, SQL or other statistical programs,Required: Ability to      pass a US Govt. Security Clearance background check, Desired/Preferred(not required): Prior experience implementing or      supporting clinical information Systems (prefer CHCS I, CHCS II, AHLTA, Essentris, or Cerner),Desired/Preferred(not required): Expert knowledge of relational      database software Desired/Preferred(not required):Public Health analysis and forecasting expertise Apply to this exciting Clinical Informaticist opportunity by simply clicking the APPLY button below. Contact:Thor Group Inc.                                877-846-7477 / 310-727-1777www.thorgroup.com 
            
        View more info

            View less info
                    Report this job
        "
"Hadoop Administrator","Alluvion Staffing","Jacksonville, FL","Computer/IT Services,                    ,                ,       ","FALSE","TRUE","FALSE","TRUE","TRUE","TRUE","FALSE","About the Job
        
                Alluvion Staffing is seeking a Hadoop Administrator for a contract position with a client in the Jacksonville, Florida. Must be eligible to work in the United States /  No Third party company calls      OverviewThe Hadoop Administrator will support the Data Sciences department and help drive forward the capacity of our technology platform to leverage data to generate new and previously unseen types of insights and enable data-driven actions for our clients and our business. The role is responsible for supporting workloads running on the Hadoop environment and associated technologies. . This position will be responsible for the review / acceptance of artifacts to be promoted into production and tuning of the production environment. The Hadoop Administrator will be involved in projects from inception through design and development and into post production support, to ensure that items developed are of high quality and will not damage production.ResponsibilitiesExecutes the diagnosis/ assessment / correction of deficiencies within the environment	Executes the review / acceptance / tuning and ensures environment availability 24x7	Ensure compliance to configuration management and security best practices and standards across the team	Works with teams to ensure alignment of Dev, QA and PRD controls, authorizations and promotions of new code, agents and changes	Ensures that all documentation / processes / procedures required for the ongoing operation of the service are catalogued, maintained	Provide front-line support to teams using the Hadoop environments	Provide on-call support outside normal business hours as neededQualificationsDemonstrated excellence in Hadoop administration and tuning in a complex multi-purpose environment	Experience managing Hortonworks Hadoop Distribution. Equivalent Cloudera experience accepted.	Experience with workload management & performance tuning, Hadoop environment security and workload optimization (YARN tuning, Hive/Tez optimization, LLAP Experience)	Previous experience in developing and deploying operational procedures, tuning guides and best practices documentation.	Experience on following tools: Hive, SQL, Spark, Kafka, Sqoop, HBase,Pig, HDFS, R, NoSQL	Experience with business intelligence (BI on Hadoop, connectivity, best practices)	Database optimization experience (partitioning, query plan optimization)	Experience on handling data processing, delivering distributed and highly scalable application	Experience with high-volume, transaction processing software applications	Experience in software development and architecture experience using Java EE technologies (Application Server, Enterprise Service Bus, SOA, Messaging, Data Access Layers)	SDLC knowledge in both waterfall and agile methodologies	Excellent communication skills (both written and oral) combined with strong interpersonal skills	Strong analytical skills and thought processes combined with the ability to be flexible and work analytically in a problem solving environment	Attention to detail	Strong organizational & multi-tasking skills	Proven track of continuous learning and self-improvement.
            
        View more info

            View less info
                    Report this job
        "
"Clinical Operations","Randstad Life Sciences","North Chicago, IL","Biotechnology/Pharmaceuticals,                    ,               ","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","About the Job
        
                 Job Title:  Clinical Statistician I - BPosition Responsibilities• Responsible for surveillance activities for compounds in clinical development and for postmarketed products, including signal detection through review of data from multiple• sources, including clinical trial and PV databases, and the literature.• Maintains the strategy for surveillance activities and recommends revisions to the monitoring plan, as needed. • Key contributor to signal assessment and ad hoc regulatory safety requests by analyzing data from the clinical trial and global safety database as well as literature and utilizing clinical judgement to determine the impact of the safety issue on the product's benefit/risk profile.• Communicates findings of surveillance activities and safety assessments to a variety of audiences, including the Product Safety Team (PST) and management, to inform on  necessary risk minimization activities, including label changes.• Works closely with the PST Lead physicians to develop strategies and approaches for routine and ad hoc safety deliverables.• Contributes to the strategy, authoring and review of global safety reports (PSURs/PBRERs, ACOs, DSURs, PADERs in accordance with regulatory requirements and standard operating procedures.• Supports various process improvement initiatives for both Safety Data Sciences (including qualitative and quantitative approaches for signal detection) and PPS overall.• Supports the preparation and maintenance of safety sections of the Clinical Protocols, Clinical Study Reports as well as the Company Core Data Sheet and Risk Management Plan• Contributes to safety activities between PST and internal and external partners, represents Safety (Safety Data Sciences) in internal and external cross-functional settingsPosition Requirements• Health science degree (e.g., PharmD, RN)• 2-3 years of related work experience.  Preference given to applicants with experience• in the pharmaceutical industry. • Understanding of the drug development lifecycle, from clinical development through post-approval. • Ability to utilize clinical judgement and interpret medical safety data to assess safety issues within the context of the product's benefit/risk profile• Excellent oral and written communication skills with the ability to manage multiple projects simultaneously• Experience working in a cross-functional environment• Experience manipulating/understanding large and complex data sets• Experience integrating data from multiple sources to answer specific questions• Basic Project Management skills and Microsoft WORD and EXCEL skillsBenefits•  Medical, Dental, and Vision Insurance •  401K Plan with Company Match •  Life and AD&D Insurance 
            
        View more info

            View less info
                    Report this job
        "
"Faculty","Dakota State University","Madison, SD","Education,                    ,                    ,    ","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","About the Job
        
                The Beacom College of Computer and Cyber Sciences at Dakota State University is looking to appoint highly qualified and committed scholars and teachers to fill multiple, newly created faculty positions.Tenure Track Positions – Open RankWe seek to fill several, newly created tenure-track faculty positions in Computer and Cyber Sciences. We are interested in appointing people to these positions who have experience in many subspecialties of computer and cyber sciences such as digital forensics, cyber intelligence, augmented intelligence, reverse engineering, cyber operations, IoT, malware analysis, machine learning, robotics, algorithm design, programming, computer architecture, systems for data science, electronic crime, cryptography, blockchain, hardware security, trusted computing bases, cloud computing, human factors, and anomaly detection. These positions will be appointed with rank, depending on experience. We are interested in exploring virtual appointments, and there is a possibility for start-up packages depending on qualifications.Instructor/Professor of Practice/LecturerWe seek to fill additional newly created positions that will be “teaching intensive” focused on course delivery and slightly larger teaching loads. These positions are also in Computer and Cyber Sciences with subspecialties like the ones mentioned above. These positions do not require a terminal degree.Application ProcessThe minimum qualifications for tenure track positions include a Ph.D. from an accredited institution in an appropriate discipline, a record/potential for excellent teaching, record/potential for high impact research related to computer and cyber sciences and record/potential for scholarly productivity and acquisition of sustained extramural funding. Minimum qualifications for Instructor/Lecturer positions include a Masters (PhD preferred), university teaching and advising experience, a passion for teaching, an engaging classroom presence, an ability to engage students and an ability to motivate and support students. We urge nontraditional applicants, e.g., retired military, agency professionals, post-doc scholars and ABD candidates, to consider application.Candidates must apply online at www.dsucyber.com/apply, where they will be asked to supply the following materials at the time of application: a cover letter, curriculum vitae, or resume (nontraditional candidates), teaching statement, research statement, and contact information for three professional references. In the cover letter, candidates should address their background and how it applies to the Beacom College, its direction and strategic intent, and the subspecialties of the candidate. All positions are open now and will remain open until filled. For optimal consideration please apply by Oct. 1, 2017.  There is a possibility for a January 1, 2018 start for some of the positions.  Questions? Please contact Dr. Dick Hanson, Dean, The Beacom College of Computer and Cyber Sciences (Richard.Hanson@dsu.eduHelp).
            
        View more info

            View less info
                    Report this job
        "
"MULTIPLE OPENINGS","Lyft, Inc.","San Francisco, CA","Other/Not Classified,                    ,                        ","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","About the Job
        
                MULTIPLE OPENINGSCompany: Lyft, Inc.Location: San Francisco, CAPosition Type: Full TimeExperience: UnspecifiedEducation: UnspecifiedLyft, Inc. has the following openings (multiple) in San Francisco, CA.  Software Engineer (#SWE) (multiple); Data Scientist (#DS); Software Engineering Manager (#SEM)(multiple).  Resumes can be sent to Attn:  Kaia (Job Code #) 185 Berry Street, Suite 5000, San Francisco, CA 94107.
            
        View more info

            View less info
                    Report this job
        "
"Marketing Analytics Consultant - CRM","Publix Super Markets, Inc.","Lakeland, FL","All,                    ,                ,                    Care","TRUE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","About the Job
        
                Are you interested in working for a Fortune 100 retailer? Do you want to be able to apply your knowledge of customer data, analytics, and your experience to help solve constantly changing business and customer facing opportunities? As a Marketing Analytics Consultant on the CRM Analytics team you will be identifying and targeting customer segments, working with CRM and Digital Strategy teams to advance leading-edge marketing technology, helping Brand Marketing gain valuable customer insights that serve as the basic for marketing strategy,  and working with customer-level data to craft personalized marketing campaigns.    The Marketing Analytics Consultant consults with business partners to provide research based recommendations in support of strategic decisions for Publix.  This includes managing the development and deployment of analytical solutions by researching and gathering data, performing statistical analyses to glean insights, software coding and training end users on the use and interpretation of these solutions.  The Marketing Business Consultant reports to the CRM Analytics Manager.     Additional responsibilities include:     serving as an organizational subject matter expert in the field of data analytics with broad knowledge of different types of data that exist, how to access those data sources, and appropriate analytical approaches to product insights 	developing and implementing analytical solutions that address business questions faced by decision makers throughout Publix, and translating the outputs of those solutions into actionable tools, insights, and recommendations that can be highly trusted by decision makers to influence decision making for a mixture of high and low profile projects 	maintaining established data and analytical software and services supplier relationships as assigned to ensure Marketing Analytics receives ongoing support for those products or services Publix is contracted to receive 	assigning specific work tasks and training and coaching Marketing Analytics Data Analysts in best practices in terms of analytical technologies, methodologies, verification, knowledge of data sets, drawing insights, and communicating learnings   	dedicating time to Marketing innovation and quality improvement managing special Marketing related assignments, which can include but is not limited to: project management, executing reporting and presenting results to executive leadership  Bachelor’s degree in  Analytics, Information Technology, Computer Science, Statistics, Data Science, Engineering, or another analytical discipline from an accredited college or university or its equivalent 	at least three (3) years of, analytics, computer science, GIS or similar analytics field work-related experience 	at least one (1) year experience writing SQL 	at least one (1) year experience writing R code or similar functionality within other statistical tools 	ability to apply the appropriate  advanced mathematics and statistics methods to large data sets, including, but not limited to, regression models (linear, logistic, Bayesian, stepwise, etc.), decision trees, correlation analysis, random forest models, cluster analysis, k-means, sum of squares, and time series analysis 	knowledge of and ability to apply Information Systems design methodologies, testing, processes and coding languages 	ability to develop advanced data algorithms 	database architecture skills 	ability to develop data visualizations 	knowledge of and an ability to apply research best practices, including secondary research process and methods 	ability to develop research based recommendations 	basic knowledge of Alteryx and the Alteryx Server or similar Business Intelligence (BI) Tools 	basic knowledge of Python Coding 	advanced knowledge of Microsoft Excel 	ability to demonstrate critical and strategic thinking skills, including decision making skills  	excellent written and verbal communications skills 	ability to demonstrate teamwork and collaboration skills, including strong interpersonal and emotional intelligence skills 	ability to persuade others using logical debate 	project management skills 	ability to quickly develop an understanding of new information, processes, and technologies 	ability to demonstrate leadership skills 	ability to work under minimal supervision and be self-directed with workload 	ability to demonstrate initiative by taking responsibility for learning new skills and processes 	willingness to travel up to one week at a time with overnight stays 	ability to work a variable work schedule as needed including nights, holidays, weekends, and extended hours to meet deadlines MBA or Masters in Analytics, Information Technology, Computer Science, Statistics, Data Science, Geographic Information Systems, Engineering, or another analytical discipline 	five (5) or more years of analytics, computer science, or GIS work-related experience 	three (3) or more years’ experience writing SQL 	three (3) or more years’ experience writing R code or similar functionality within other statistical tools 	experience with distributed big data tools, utilizing technologies such as MapReduce 	Data Science Certificate  	advanced knowledge of Tableau or Microstrategy Desktop or similar data visualization tool 	advanced knowledge of Python Coding 	advanced knowledge of SharePoint Development 	advanced knowledge of big database platforms 	advanced knowledge of APT  	basic knowledge of ArcGIS Online  	basic knowledge of C and C++ languages 	knowledge of other Publix Business Units, including their basic roles and responsibilities 	advanced knowledge of Publix business systems 	expert knowledge of Alteryx and the Alteryx Server or similar Business Intelligence (BI) Tools 	knowledge of the data and analytics methods used by the analytics teams within Publix 	ability to design intuitive end user interfaces 	training skills Benefits:Employee stock ownership plan that contributes Publix stock to associates each year at no costAn opportunity to purchase additional shares of our privately-held stock401(k) retirement savings planGroup health plan (with prescription benefits)Group dental planGroup vision planSick payLong-term disability insuranceCompany-paid life insurance (with accidental death & dismemberment benefits)Tuition reimbursementVacation payFree hot lunches (buffet-style) at facilities with a cafeteriaPaycheck direct depositCredit unionAccess to over 50 discount offers including discounts on computer, vehicle and wireless purchases6 paid holidays (associates can exchange the following holidays with their manager’s approval: New Year’s Day, Memorial Day, Fourth of July, and Labor Day).
            
        View more info

            View less info
                    Report this job
        "
"Data Visualization Analyst","Bayside Solutions","San Francisco, CA","Internet Services; Computer/IT Services,                    ,     ","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","About the Job
        
                Data Visualization AnalystInternet CompanyLocation: San Francisco, CADuration: 6 Month Contract; Eligible for ExtensionSummaryAs a Data Visualization Analyst, you will can make an impact in communicating data stories and visual insights to internal and external teams.You'll have the opportunity to leverage massive datasets for custom visualizations and shared components to help end users and customers see and reason about data.ResponsibilitiesBuild reports for shared visualization components and custom visualizations for communicating data.Work cross functionally with groups to enable teams and users to make data-informed decisions.Collaborate with Data Scientist, Designers, and Engineers to iterate on the design and implementation of data visualization products.Guide principles for data visualization for all interfaces and tools.QualificationsBachelor's degree with 5+ years of experience working with MySQL queries and Tableau.Previous experience writing and optimizing MySQL queries for performance.Previous experience working with data from ingestion to visualization.Strong knowledge of excel formulas, pivot tables, v lookups, slicers.Hands-on experience with ETL tools such as Ab Initio, Informatica and DataStage.Must be able to interpret the acceptability of data results, have a working knowledge of various data platforms.
            
        View more info

            View less info
                    Report this job
        "
